,accuracy,loss,val_accuracy,val_loss
0,0.22905027866363525,1.7794307470321655,0.3333333432674408,1.6427195072174072
1,0.29608938097953796,1.6524512767791748,0.2888889014720917,1.6218112707138062
2,0.3016759753227234,1.584933876991272,0.3333333432674408,1.5945336818695068
3,0.2569832503795624,1.5347559452056885,0.35555556416511536,1.5707573890686035
4,0.3463687002658844,1.5521502494812012,0.3777777850627899,1.5566294193267822
5,0.3519552946090698,1.4789512157440186,0.35555556416511536,1.5391392707824707
6,0.37988826632499695,1.4575594663619995,0.3333333432674408,1.5238643884658813
7,0.3519552946090698,1.498727798461914,0.3333333432674408,1.5157670974731445
8,0.3854748606681824,1.4323084354400635,0.3333333432674408,1.5028811693191528
9,0.4189944267272949,1.352000117301941,0.31111112236976624,1.5029059648513794
10,0.4134078323841095,1.3975651264190674,0.31111112236976624,1.491644263267517
11,0.42458099126815796,1.3528519868850708,0.3333333432674408,1.4992413520812988
12,0.40223464369773865,1.3548250198364258,0.35555556416511536,1.4863396883010864
13,0.37988826632499695,1.3820664882659912,0.3777777850627899,1.4718302488327026
14,0.4804469347000122,1.2743444442749023,0.3777777850627899,1.4660764932632446
15,0.44134077429771423,1.3145346641540527,0.3777777850627899,1.455704927444458
16,0.44134077429771423,1.29415762424469,0.35555556416511536,1.454598307609558
17,0.4804469347000122,1.2653096914291382,0.35555556416511536,1.428260326385498
18,0.49162012338638306,1.2500460147857666,0.35555556416511536,1.429760217666626
19,0.5027933120727539,1.2287267446517944,0.35555556416511536,1.4207143783569336
20,0.5195530652999878,1.2188067436218262,0.35555556416511536,1.4085639715194702
21,0.5307262539863586,1.2225464582443237,0.3777777850627899,1.4197213649749756
22,0.5195530652999878,1.1889079809188843,0.3777777850627899,1.4264492988586426
23,0.5530726313591003,1.1893306970596313,0.35555556416511536,1.4247500896453857
24,0.5977653861045837,1.136911153793335,0.3777777850627899,1.4173431396484375
25,0.5698323845863342,1.1747455596923828,0.3777777850627899,1.4094688892364502
26,0.5307262539863586,1.1642677783966064,0.35555556416511536,1.4089136123657227
27,0.5363128781318665,1.186915397644043,0.3777777850627899,1.3997807502746582
28,0.5418994426727295,1.1530464887619019,0.4000000059604645,1.3863632678985596
29,0.5363128781318665,1.1859557628631592,0.4000000059604645,1.3866617679595947
30,0.5027933120727539,1.1671504974365234,0.42222222685813904,1.3977113962173462
31,0.6201117038726807,1.0570738315582275,0.42222222685813904,1.3897782564163208
32,0.5307262539863586,1.1327115297317505,0.4000000059604645,1.3933244943618774
33,0.5530726313591003,1.0933908224105835,0.42222222685813904,1.3950004577636719
34,0.6089385747909546,1.0199029445648193,0.3777777850627899,1.4082549810409546
35,0.6145251393318176,1.02117919921875,0.4000000059604645,1.4089215993881226
36,0.5698323845863342,1.0665113925933838,0.4000000059604645,1.4155529737472534
37,0.5251396894454956,1.1350996494293213,0.42222222685813904,1.4156665802001953
38,0.5586591958999634,1.0961982011795044,0.42222222685813904,1.3968424797058105
39,0.5418994426727295,1.1187143325805664,0.4000000059604645,1.3856464624404907
40,0.5586591958999634,1.061411738395691,0.4444444477558136,1.3619766235351562
41,0.6256983280181885,1.0440171957015991,0.42222222685813904,1.3719557523727417
42,0.575419008731842,1.063193678855896,0.46666666865348816,1.3493248224258423
43,0.6201117038726807,1.0157755613327026,0.4444444477558136,1.356337070465088
44,0.6480447053909302,0.9988270998001099,0.46666666865348816,1.3858152627944946
45,0.6312848925590515,0.9908225536346436,0.42222222685813904,1.360607624053955
46,0.6648044586181641,0.9645863175392151,0.4444444477558136,1.3726048469543457
47,0.5865921974182129,1.0129024982452393,0.46666666865348816,1.3707515001296997
48,0.6312848925590515,1.0111011266708374,0.4444444477558136,1.3781170845031738
49,0.6089385747909546,1.0078601837158203,0.4444444477558136,1.3682777881622314
50,0.6368715167045593,0.9921123385429382,0.42222222685813904,1.3841203451156616
51,0.6089385747909546,1.0116945505142212,0.46666666865348816,1.347848892211914
52,0.6201117038726807,0.9822555780410767,0.46666666865348816,1.3568814992904663
53,0.6648044586181641,0.9445125460624695,0.4444444477558136,1.3464577198028564
54,0.6312848925590515,0.9408004879951477,0.46666666865348816,1.3484736680984497
55,0.6368715167045593,0.9859830737113953,0.46666666865348816,1.3380568027496338
56,0.6480447053909302,0.9480711817741394,0.46666666865348816,1.3312547206878662
57,0.6480447053909302,0.9887451529502869,0.46666666865348816,1.3541204929351807
58,0.6759776473045349,0.9193893671035767,0.4888888895511627,1.334712266921997
59,0.6312848925590515,0.957365095615387,0.5111111402511597,1.3330727815628052
60,0.6871508359909058,0.9125465154647827,0.5111111402511597,1.334697961807251
61,0.6424580812454224,0.9316808581352234,0.5333333611488342,1.3233458995819092
62,0.6256983280181885,0.927335798740387,0.5111111402511597,1.3241050243377686
63,0.6480447053909302,0.8783206939697266,0.4888888895511627,1.344476580619812
64,0.6648044586181641,0.8968960046768188,0.46666666865348816,1.3470938205718994
65,0.6648044586181641,0.8849781155586243,0.4888888895511627,1.3467069864273071
66,0.6480447053909302,0.844209611415863,0.5111111402511597,1.3004003763198853
67,0.6312848925590515,0.9097669124603271,0.5111111402511597,1.3307441473007202
68,0.659217894077301,0.9621540904045105,0.4444444477558136,1.3321945667266846
69,0.6033519506454468,0.9260104894638062,0.4444444477558136,1.329367756843567
70,0.6424580812454224,0.8960400819778442,0.46666666865348816,1.295593023300171
71,0.7150837779045105,0.8758514523506165,0.4888888895511627,1.2875158786773682
72,0.6648044586181641,0.8901228308677673,0.5111111402511597,1.300344705581665
73,0.6648044586181641,0.8996165990829468,0.5333333611488342,1.291562557220459
74,0.6368715167045593,0.8937800526618958,0.5333333611488342,1.3088418245315552
75,0.6145251393318176,0.9372629523277283,0.5333333611488342,1.312427043914795
76,0.6648044586181641,0.8680745363235474,0.5333333611488342,1.298540711402893
77,0.7094972133636475,0.8539486527442932,0.5111111402511597,1.3082025051116943
78,0.659217894077301,0.8913483619689941,0.5333333611488342,1.3253066539764404
79,0.6927374005317688,0.843119204044342,0.5111111402511597,1.335961103439331
80,0.6983240246772766,0.8888981342315674,0.5111111402511597,1.3101747035980225
81,0.6871508359909058,0.8538427352905273,0.5333333611488342,1.3070073127746582
82,0.7039105892181396,0.8255606889724731,0.5111111402511597,1.299935221672058
83,0.7094972133636475,0.8489474654197693,0.4888888895511627,1.3241969347000122
84,0.6648044586181641,0.8645086884498596,0.4888888895511627,1.3307567834854126
85,0.7150837779045105,0.8323289155960083,0.5111111402511597,1.3033760786056519
86,0.6815642714500427,0.8857570886611938,0.4888888895511627,1.3054841756820679
87,0.6983240246772766,0.8453750014305115,0.4888888895511627,1.3085371255874634
88,0.6703910827636719,0.8239904046058655,0.5111111402511597,1.3238239288330078
89,0.6759776473045349,0.8339831233024597,0.4888888895511627,1.3335161209106445
90,0.6815642714500427,0.8580635190010071,0.4888888895511627,1.3518493175506592
91,0.6815642714500427,0.8415515422821045,0.4444444477558136,1.3552278280258179
92,0.7262569665908813,0.7850496172904968,0.46666666865348816,1.3358842134475708
93,0.6815642714500427,0.8023374080657959,0.46666666865348816,1.3671166896820068
94,0.6480447053909302,0.8390487432479858,0.4888888895511627,1.3633337020874023
95,0.7094972133636475,0.7994017601013184,0.46666666865348816,1.3522636890411377
96,0.6703910827636719,0.8078961968421936,0.46666666865348816,1.327160358428955
97,0.7206704020500183,0.7722226977348328,0.4444444477558136,1.3454056978225708
98,0.7206704020500183,0.8026632070541382,0.4444444477558136,1.3369393348693848
99,0.7541899681091309,0.7547862529754639,0.4888888895511627,1.3211699724197388
